,0,1,2,3,4,Clusters
91,0.116,0.0,0.0,0.884,0.0,4
92,0.998,0.0,0.002,0.0,0.0,1
93,1.0,0.0,0.0,0.0,0.0,1
94,1.0,0.0,0.0,0.0,0.0,1
95,0.984,0.0,0.012,0.004,0.0,1
96,0.984,0.0,0.012,0.004,0.0,1
97,1.0,0.0,0.0,0.0,0.0,1
98,1.0,0.0,0.0,0.0,0.0,1
99,1.0,0.0,0.0,0.0,0.0,1
100,1.0,0.0,0.0,0.0,0.0,1
101,0.06,0.022,0.0,0.232,0.686,5
102,0.114,0.0,0.004,0.882,0.0,4
103,0.064,0.0,0.006,0.928,0.002,4
104,1.0,0.0,0.0,0.0,0.0,1
105,0.984,0.0,0.012,0.004,0.0,1
106,0.922,0.0,0.014,0.064,0.0,1
107,0.06,0.0,0.006,0.93,0.004,4
108,0.984,0.0,0.012,0.004,0.0,1
109,1.0,0.0,0.0,0.0,0.0,1
110,1.0,0.0,0.0,0.0,0.0,1
111,1.0,0.0,0.0,0.0,0.0,1
112,0.006,0.0,0.002,0.992,0.0,4
113,1.0,0.0,0.0,0.0,0.0,1
114,1.0,0.0,0.0,0.0,0.0,1
115,0.116,0.0,0.002,0.882,0.0,4
116,1.0,0.0,0.0,0.0,0.0,1
117,1.0,0.0,0.0,0.0,0.0,1
118,0.114,0.0,0.004,0.882,0.0,4
119,0.998,0.0,0.002,0.0,0.0,1
120,1.0,0.0,0.0,0.0,0.0,1
121,1.0,0.0,0.0,0.0,0.0,1
122,1.0,0.0,0.0,0.0,0.0,1
123,1.0,0.0,0.0,0.0,0.0,1
124,1.0,0.0,0.0,0.0,0.0,1
125,0.974,0.0,0.0,0.026,0.0,1
126,1.0,0.0,0.0,0.0,0.0,1
127,0.04,0.0,0.0,0.0,0.96,5
128,0.992,0.0,0.008,0.0,0.0,1
129,1.0,0.0,0.0,0.0,0.0,1
130,1.0,0.0,0.0,0.0,0.0,1
131,1.0,0.0,0.0,0.0,0.0,1
132,0.998,0.0,0.002,0.0,0.0,1
133,1.0,0.0,0.0,0.0,0.0,1
134,0.064,0.0,0.006,0.93,0.0,4
135,0.986,0.0,0.014,0.0,0.0,1
136,0.988,0.0,0.012,0.0,0.0,1
137,1.0,0.0,0.0,0.0,0.0,1
138,1.0,0.0,0.0,0.0,0.0,1
139,0.984,0.0,0.012,0.004,0.0,1
140,1.0,0.0,0.0,0.0,0.0,1
141,0.064,0.0,0.006,0.93,0.0,4
142,1.0,0.0,0.0,0.0,0.0,1
143,1.0,0.0,0.0,0.0,0.0,1
144,0.072,0.0,0.008,0.92,0.0,4
145,0.038,0.0,0.0,0.0,0.962,5
146,1.0,0.0,0.0,0.0,0.0,1
147,1.0,0.0,0.0,0.0,0.0,1
148,0.992,0.0,0.008,0.0,0.0,1
149,1.0,0.0,0.0,0.0,0.0,1
150,0.126,0.0,0.0,0.874,0.0,4
151,1.0,0.0,0.0,0.0,0.0,1
152,0.072,0.0,0.006,0.922,0.0,4
153,1.0,0.0,0.0,0.0,0.0,1
154,1.0,0.0,0.0,0.0,0.0,1
155,1.0,0.0,0.0,0.0,0.0,1
156,1.0,0.0,0.0,0.0,0.0,1
157,1.0,0.0,0.0,0.0,0.0,1
158,0.038,0.0,0.0,0.0,0.962,5
159,0.072,0.0,0.008,0.92,0.0,4
160,0.998,0.0,0.002,0.0,0.0,1
161,1.0,0.0,0.0,0.0,0.0,1
162,0.992,0.0,0.008,0.0,0.0,1
163,1.0,0.0,0.0,0.0,0.0,1
164,0.998,0.0,0.002,0.0,0.0,1
165,0.984,0.0,0.012,0.004,0.0,1
166,1.0,0.0,0.0,0.0,0.0,1
167,0.988,0.0,0.012,0.0,0.0,1
168,0.126,0.0,0.002,0.872,0.0,4
169,1.0,0.0,0.0,0.0,0.0,1
170,1.0,0.0,0.0,0.0,0.0,1
171,1.0,0.0,0.0,0.0,0.0,1
172,0.986,0.0,0.01,0.004,0.0,1
173,1.0,0.0,0.0,0.0,0.0,1
174,1.0,0.0,0.0,0.0,0.0,1
175,0.102,0.898,0.0,0.0,0.0,2
176,0.052,0.0,0.646,0.302,0.0,3
177,1.0,0.0,0.0,0.0,0.0,1
178,0.998,0.0,0.002,0.0,0.0,1
179,1.0,0.0,0.0,0.0,0.0,1
180,1.0,0.0,0.0,0.0,0.0,1
181,0.984,0.0,0.012,0.004,0.0,1
182,0.164,0.0,0.836,0.0,0.0,3
183,1.0,0.0,0.0,0.0,0.0,1
184,1.0,0.0,0.0,0.0,0.0,1
185,1.0,0.0,0.0,0.0,0.0,1
186,0.992,0.0,0.008,0.0,0.0,1
187,0.114,0.0,0.004,0.882,0.0,4
188,1.0,0.0,0.0,0.0,0.0,1
189,0.992,0.0,0.008,0.0,0.0,1
190,0.072,0.0,0.006,0.922,0.0,4
191,0.998,0.0,0.002,0.0,0.0,1
192,1.0,0.0,0.0,0.0,0.0,1
193,1.0,0.0,0.0,0.0,0.0,1
194,0.064,0.0,0.006,0.928,0.002,4
195,0.996,0.002,0.002,0.0,0.0,1
196,1.0,0.0,0.0,0.0,0.0,1
197,1.0,0.0,0.0,0.0,0.0,1
198,0.998,0.0,0.002,0.0,0.0,1
199,0.998,0.0,0.002,0.0,0.0,1
200,1.0,0.0,0.0,0.0,0.0,1
201,1.0,0.0,0.0,0.0,0.0,1
202,1.0,0.0,0.0,0.0,0.0,1
203,0.982,0.0,0.014,0.004,0.0,1
204,0.116,0.0,0.0,0.884,0.0,4
205,0.998,0.0,0.002,0.0,0.0,1
206,0.114,0.0,0.004,0.882,0.0,4
207,0.998,0.0,0.002,0.0,0.0,1
208,1.0,0.0,0.0,0.0,0.0,1
209,1.0,0.0,0.0,0.0,0.0,1
210,0.102,0.0,0.004,0.894,0.0,4
211,1.0,0.0,0.0,0.0,0.0,1
212,1.0,0.0,0.0,0.0,0.0,1
213,1.0,0.0,0.0,0.0,0.0,1
214,0.998,0.0,0.002,0.0,0.0,1
215,0.04,0.0,0.0,0.0,0.96,5
216,0.04,0.0,0.0,0.0,0.96,5
217,0.988,0.0,0.012,0.0,0.0,1
218,1.0,0.0,0.0,0.0,0.0,1
219,1.0,0.0,0.0,0.0,0.0,1
220,0.986,0.0,0.012,0.002,0.0,1
221,1.0,0.0,0.0,0.0,0.0,1
222,1.0,0.0,0.0,0.0,0.0,1
223,0.038,0.0,0.0,0.0,0.962,5
224,1.0,0.0,0.0,0.0,0.0,1
225,0.064,0.0,0.006,0.93,0.0,4
226,1.0,0.0,0.0,0.0,0.0,1
227,1.0,0.0,0.0,0.0,0.0,1
228,0.992,0.0,0.008,0.0,0.0,1
229,0.072,0.0,0.006,0.922,0.0,4
230,1.0,0.0,0.0,0.0,0.0,1
231,1.0,0.0,0.0,0.0,0.0,1
232,1.0,0.0,0.0,0.0,0.0,1
233,1.0,0.0,0.0,0.0,0.0,1
234,1.0,0.0,0.0,0.0,0.0,1
235,0.976,0.022,0.0,0.002,0.0,1
236,1.0,0.0,0.0,0.0,0.0,1
237,1.0,0.0,0.0,0.0,0.0,1
238,0.992,0.0,0.008,0.0,0.0,1
239,1.0,0.0,0.0,0.0,0.0,1
240,0.988,0.0,0.012,0.0,0.0,1
241,0.992,0.0,0.008,0.0,0.0,1
242,1.0,0.0,0.0,0.0,0.0,1
243,1.0,0.0,0.0,0.0,0.0,1
244,0.064,0.0,0.006,0.93,0.0,4
245,0.062,0.0,0.006,0.928,0.004,4
246,1.0,0.0,0.0,0.0,0.0,1
247,1.0,0.0,0.0,0.0,0.0,1
248,1.0,0.0,0.0,0.0,0.0,1
249,1.0,0.0,0.0,0.0,0.0,1
250,1.0,0.0,0.0,0.0,0.0,1
251,0.134,0.0,0.866,0.0,0.0,3
252,1.0,0.0,0.0,0.0,0.0,1
253,1.0,0.0,0.0,0.0,0.0,1
254,1.0,0.0,0.0,0.0,0.0,1
255,0.996,0.0,0.002,0.002,0.0,1
256,1.0,0.0,0.0,0.0,0.0,1
257,1.0,0.0,0.0,0.0,0.0,1
258,1.0,0.0,0.0,0.0,0.0,1
259,1.0,0.0,0.0,0.0,0.0,1
260,1.0,0.0,0.0,0.0,0.0,1
261,1.0,0.0,0.0,0.0,0.0,1
262,1.0,0.0,0.0,0.0,0.0,1
263,1.0,0.0,0.0,0.0,0.0,1
264,0.114,0.0,0.004,0.882,0.0,4
265,0.998,0.0,0.002,0.0,0.0,1
266,0.986,0.0,0.014,0.0,0.0,1
267,1.0,0.0,0.0,0.0,0.0,1
268,1.0,0.0,0.0,0.0,0.0,1
269,0.052,0.0,0.642,0.306,0.0,3
270,1.0,0.0,0.0,0.0,0.0,1
271,1.0,0.0,0.0,0.0,0.0,1
272,0.988,0.0,0.012,0.0,0.0,1
273,1.0,0.0,0.0,0.0,0.0,1
274,0.114,0.0,0.0,0.886,0.0,4
275,1.0,0.0,0.0,0.0,0.0,1
276,1.0,0.0,0.0,0.0,0.0,1
277,0.998,0.0,0.002,0.0,0.0,1
278,1.0,0.0,0.0,0.0,0.0,1
279,0.074,0.0,0.006,0.92,0.0,4
280,1.0,0.0,0.0,0.0,0.0,1
281,1.0,0.0,0.0,0.0,0.0,1
282,1.0,0.0,0.0,0.0,0.0,1
283,0.998,0.0,0.002,0.0,0.0,1
284,1.0,0.0,0.0,0.0,0.0,1
285,1.0,0.0,0.0,0.0,0.0,1
286,1.0,0.0,0.0,0.0,0.0,1
287,1.0,0.0,0.0,0.0,0.0,1
288,1.0,0.0,0.0,0.0,0.0,1
289,1.0,0.0,0.0,0.0,0.0,1
290,0.998,0.0,0.002,0.0,0.0,1
291,1.0,0.0,0.0,0.0,0.0,1
292,0.998,0.0,0.002,0.0,0.0,1
293,1.0,0.0,0.0,0.0,0.0,1
294,1.0,0.0,0.0,0.0,0.0,1
295,0.998,0.0,0.002,0.0,0.0,1
296,1.0,0.0,0.0,0.0,0.0,1
297,1.0,0.0,0.0,0.0,0.0,1
298,0.05,0.0,0.004,0.94,0.006,4
299,0.072,0.0,0.006,0.922,0.0,4
300,1.0,0.0,0.0,0.0,0.0,1
301,1.0,0.0,0.0,0.0,0.0,1
302,0.066,0.0,0.006,0.926,0.002,4
303,1.0,0.0,0.0,0.0,0.0,1
304,1.0,0.0,0.0,0.0,0.0,1
305,0.04,0.0,0.0,0.0,0.96,5
306,1.0,0.0,0.0,0.0,0.0,1
307,0.116,0.0,0.0,0.884,0.0,4
308,0.988,0.0,0.012,0.0,0.0,1
309,0.99,0.0,0.0,0.0,0.01,1
310,1.0,0.0,0.0,0.0,0.0,1
311,1.0,0.0,0.0,0.0,0.0,1
312,1.0,0.0,0.0,0.0,0.0,1
313,0.068,0.0,0.006,0.926,0.0,4
314,0.984,0.0,0.012,0.004,0.0,1
315,1.0,0.0,0.0,0.0,0.0,1
316,1.0,0.0,0.0,0.0,0.0,1
317,1.0,0.0,0.0,0.0,0.0,1
318,1.0,0.0,0.0,0.0,0.0,1
319,0.054,0.0,0.602,0.344,0.0,3
320,1.0,0.0,0.0,0.0,0.0,1
321,0.998,0.0,0.002,0.0,0.0,1
322,1.0,0.0,0.0,0.0,0.0,1
323,1.0,0.0,0.0,0.0,0.0,1
324,0.992,0.0,0.008,0.0,0.0,1
325,1.0,0.0,0.0,0.0,0.0,1
326,1.0,0.0,0.0,0.0,0.0,1
327,0.984,0.0,0.012,0.004,0.0,1
328,1.0,0.0,0.0,0.0,0.0,1
329,0.998,0.0,0.002,0.0,0.0,1
330,1.0,0.0,0.0,0.0,0.0,1
331,1.0,0.0,0.0,0.0,0.0,1
332,1.0,0.0,0.0,0.0,0.0,1
333,0.982,0.0,0.014,0.004,0.0,1
334,1.0,0.0,0.0,0.0,0.0,1
335,0.988,0.0,0.012,0.0,0.0,1
336,1.0,0.0,0.0,0.0,0.0,1
337,0.986,0.0,0.014,0.0,0.0,1
338,0.984,0.0,0.012,0.004,0.0,1
339,1.0,0.0,0.0,0.0,0.0,1
340,0.99,0.0,0.01,0.0,0.0,1
341,1.0,0.0,0.0,0.0,0.0,1
342,1.0,0.0,0.0,0.0,0.0,1
343,0.982,0.0,0.014,0.004,0.0,1
344,1.0,0.0,0.0,0.0,0.0,1
345,1.0,0.0,0.0,0.0,0.0,1
346,0.064,0.0,0.008,0.926,0.002,4
347,1.0,0.0,0.0,0.0,0.0,1
348,0.992,0.0,0.008,0.0,0.0,1
349,1.0,0.0,0.0,0.0,0.0,1
350,1.0,0.0,0.0,0.0,0.0,1
351,1.0,0.0,0.0,0.0,0.0,1
352,1.0,0.0,0.0,0.0,0.0,1
353,0.072,0.0,0.006,0.922,0.0,4
354,0.988,0.0,0.012,0.0,0.0,1
355,0.116,0.0,0.0,0.884,0.0,4
356,1.0,0.0,0.0,0.0,0.0,1
357,0.986,0.0,0.01,0.004,0.0,1
358,1.0,0.0,0.0,0.0,0.0,1
359,1.0,0.0,0.0,0.0,0.0,1
360,0.064,0.0,0.006,0.928,0.002,4
361,1.0,0.0,0.0,0.0,0.0,1
362,1.0,0.0,0.0,0.0,0.0,1
363,1.0,0.0,0.0,0.0,0.0,1
364,0.998,0.0,0.002,0.0,0.0,1
365,1.0,0.0,0.0,0.0,0.0,1
366,0.998,0.0,0.002,0.0,0.0,1
367,0.998,0.0,0.002,0.0,0.0,1
368,1.0,0.0,0.0,0.0,0.0,1
369,1.0,0.0,0.0,0.0,0.0,1
370,1.0,0.0,0.0,0.0,0.0,1
371,1.0,0.0,0.0,0.0,0.0,1
372,1.0,0.0,0.0,0.0,0.0,1
373,0.984,0.0,0.012,0.004,0.0,1
374,1.0,0.0,0.0,0.0,0.0,1
375,1.0,0.0,0.0,0.0,0.0,1
376,1.0,0.0,0.0,0.0,0.0,1
377,0.998,0.0,0.002,0.0,0.0,1
378,1.0,0.0,0.0,0.0,0.0,1
379,1.0,0.0,0.0,0.0,0.0,1
380,0.038,0.0,0.0,0.0,0.962,5
381,1.0,0.0,0.0,0.0,0.0,1
382,1.0,0.0,0.0,0.0,0.0,1
383,0.986,0.0,0.014,0.0,0.0,1
384,1.0,0.0,0.0,0.0,0.0,1
385,0.984,0.0,0.012,0.004,0.0,1
386,1.0,0.0,0.0,0.0,0.0,1
387,1.0,0.0,0.0,0.0,0.0,1
388,0.992,0.0,0.008,0.0,0.0,1
389,0.068,0.0,0.006,0.926,0.0,4
390,1.0,0.0,0.0,0.0,0.0,1
391,1.0,0.0,0.0,0.0,0.0,1
392,1.0,0.0,0.0,0.0,0.0,1
393,1.0,0.0,0.0,0.0,0.0,1
394,1.0,0.0,0.0,0.0,0.0,1
395,0.998,0.0,0.002,0.0,0.0,1
396,1.0,0.0,0.0,0.0,0.0,1
397,0.074,0.0,0.006,0.92,0.0,4
398,1.0,0.0,0.0,0.0,0.0,1
399,1.0,0.0,0.0,0.0,0.0,1
400,1.0,0.0,0.0,0.0,0.0,1
401,1.0,0.0,0.0,0.0,0.0,1
402,1.0,0.0,0.0,0.0,0.0,1
403,1.0,0.0,0.0,0.0,0.0,1
404,0.11,0.0,0.0,0.89,0.0,4
405,0.998,0.0,0.002,0.0,0.0,1
406,1.0,0.0,0.0,0.0,0.0,1
407,1.0,0.0,0.0,0.0,0.0,1
408,0.986,0.0,0.014,0.0,0.0,1
409,1.0,0.0,0.0,0.0,0.0,1
410,1.0,0.0,0.0,0.0,0.0,1
411,1.0,0.0,0.0,0.0,0.0,1
412,0.974,0.0,0.0,0.026,0.0,1
413,0.998,0.0,0.002,0.0,0.0,1
414,1.0,0.0,0.0,0.0,0.0,1
415,0.116,0.0,0.0,0.884,0.0,4
416,1.0,0.0,0.0,0.0,0.0,1
417,1.0,0.0,0.0,0.0,0.0,1
418,1.0,0.0,0.0,0.0,0.0,1
419,0.984,0.0,0.012,0.004,0.0,1
420,1.0,0.0,0.0,0.0,0.0,1
421,1.0,0.0,0.0,0.0,0.0,1
422,1.0,0.0,0.0,0.0,0.0,1
423,1.0,0.0,0.0,0.0,0.0,1
424,0.06,0.0,0.006,0.932,0.002,4
425,1.0,0.0,0.0,0.0,0.0,1
426,0.984,0.0,0.012,0.004,0.0,1
427,1.0,0.0,0.0,0.0,0.0,1
428,1.0,0.0,0.0,0.0,0.0,1
429,1.0,0.0,0.0,0.0,0.0,1
430,1.0,0.0,0.0,0.0,0.0,1
431,1.0,0.0,0.0,0.0,0.0,1
432,1.0,0.0,0.0,0.0,0.0,1
433,0.956,0.0,0.044,0.0,0.0,1
434,1.0,0.0,0.0,0.0,0.0,1
435,0.922,0.0,0.014,0.064,0.0,1
436,0.998,0.0,0.002,0.0,0.0,1
437,1.0,0.0,0.0,0.0,0.0,1
438,1.0,0.0,0.0,0.0,0.0,1
439,1.0,0.0,0.0,0.0,0.0,1
440,1.0,0.0,0.0,0.0,0.0,1
441,1.0,0.0,0.0,0.0,0.0,1
442,1.0,0.0,0.0,0.0,0.0,1
443,1.0,0.0,0.0,0.0,0.0,1
444,0.986,0.0,0.01,0.004,0.0,1
445,1.0,0.0,0.0,0.0,0.0,1
446,1.0,0.0,0.0,0.0,0.0,1
447,0.126,0.0,0.0,0.874,0.0,4
448,1.0,0.0,0.0,0.0,0.0,1
449,1.0,0.0,0.0,0.0,0.0,1
450,1.0,0.0,0.0,0.0,0.0,1
451,0.984,0.0,0.012,0.004,0.0,1
452,1.0,0.0,0.0,0.0,0.0,1
453,1.0,0.0,0.0,0.0,0.0,1
454,1.0,0.0,0.0,0.0,0.0,1
455,0.998,0.0,0.002,0.0,0.0,1
456,1.0,0.0,0.0,0.0,0.0,1
457,1.0,0.0,0.0,0.0,0.0,1
458,1.0,0.0,0.0,0.0,0.0,1
459,1.0,0.0,0.0,0.0,0.0,1
460,1.0,0.0,0.0,0.0,0.0,1
461,0.986,0.0,0.014,0.0,0.0,1
462,0.984,0.0,0.012,0.004,0.0,1
463,0.116,0.0,0.0,0.884,0.0,4
464,1.0,0.0,0.0,0.0,0.0,1
465,0.996,0.0,0.002,0.002,0.0,1
466,1.0,0.0,0.0,0.0,0.0,1
467,1.0,0.0,0.0,0.0,0.0,1
468,1.0,0.0,0.0,0.0,0.0,1
469,0.974,0.0,0.0,0.026,0.0,1
470,1.0,0.0,0.0,0.0,0.0,1
471,0.982,0.0,0.014,0.004,0.0,1
472,1.0,0.0,0.0,0.0,0.0,1
473,0.04,0.0,0.0,0.0,0.96,5
474,1.0,0.0,0.0,0.0,0.0,1
475,1.0,0.0,0.0,0.0,0.0,1
476,1.0,0.0,0.0,0.0,0.0,1
477,0.996,0.0,0.002,0.002,0.0,1
478,1.0,0.0,0.0,0.0,0.0,1
479,0.998,0.0,0.002,0.0,0.0,1
480,1.0,0.0,0.0,0.0,0.0,1
481,0.064,0.0,0.006,0.93,0.0,4
482,0.998,0.0,0.002,0.0,0.0,1
483,1.0,0.0,0.0,0.0,0.0,1
484,1.0,0.0,0.0,0.0,0.0,1
485,1.0,0.0,0.0,0.0,0.0,1
486,0.998,0.0,0.002,0.0,0.0,1
487,1.0,0.0,0.0,0.0,0.0,1
488,1.0,0.0,0.0,0.0,0.0,1
489,0.996,0.0,0.002,0.002,0.0,1
490,1.0,0.0,0.0,0.0,0.0,1
491,1.0,0.0,0.0,0.0,0.0,1
492,1.0,0.0,0.0,0.0,0.0,1
493,1.0,0.0,0.0,0.0,0.0,1
494,1.0,0.0,0.0,0.0,0.0,1
495,1.0,0.0,0.0,0.0,0.0,1
496,0.984,0.0,0.012,0.004,0.0,1
497,1.0,0.0,0.0,0.0,0.0,1
498,1.0,0.0,0.0,0.0,0.0,1
499,1.0,0.0,0.0,0.0,0.0,1
500,1.0,0.0,0.0,0.0,0.0,1
501,1.0,0.0,0.0,0.0,0.0,1
502,1.0,0.0,0.0,0.0,0.0,1
503,0.064,0.0,0.006,0.928,0.002,4
504,1.0,0.0,0.0,0.0,0.0,1
505,1.0,0.0,0.0,0.0,0.0,1
506,1.0,0.0,0.0,0.0,0.0,1
507,0.064,0.0,0.006,0.928,0.002,4
508,0.984,0.0,0.012,0.004,0.0,1
509,1.0,0.0,0.0,0.0,0.0,1
510,1.0,0.0,0.0,0.0,0.0,1
511,0.992,0.0,0.008,0.0,0.0,1
512,0.986,0.0,0.014,0.0,0.0,1
513,0.054,0.0,0.006,0.938,0.002,4
514,1.0,0.0,0.0,0.0,0.0,1
515,1.0,0.0,0.0,0.0,0.0,1
516,0.052,0.0,0.006,0.936,0.006,4
517,1.0,0.0,0.0,0.0,0.0,1
518,1.0,0.0,0.0,0.0,0.0,1
519,0.04,0.0,0.0,0.0,0.96,5
520,1.0,0.0,0.0,0.0,0.0,1
521,0.988,0.0,0.012,0.0,0.0,1
522,0.988,0.0,0.012,0.0,0.0,1
523,1.0,0.0,0.0,0.0,0.0,1
524,1.0,0.0,0.0,0.0,0.0,1
525,1.0,0.0,0.0,0.0,0.0,1
526,1.0,0.0,0.0,0.0,0.0,1
527,1.0,0.0,0.0,0.0,0.0,1
528,1.0,0.0,0.0,0.0,0.0,1
529,0.998,0.0,0.002,0.0,0.0,1
530,0.998,0.0,0.002,0.0,0.0,1
531,1.0,0.0,0.0,0.0,0.0,1
532,1.0,0.0,0.0,0.0,0.0,1
533,1.0,0.0,0.0,0.0,0.0,1
534,0.986,0.0,0.01,0.004,0.0,1
535,0.038,0.0,0.0,0.0,0.962,5
536,0.982,0.0,0.014,0.004,0.0,1
537,1.0,0.0,0.0,0.0,0.0,1
538,1.0,0.0,0.0,0.0,0.0,1
539,1.0,0.0,0.0,0.0,0.0,1
540,1.0,0.0,0.0,0.0,0.0,1
541,1.0,0.0,0.0,0.0,0.0,1
542,1.0,0.0,0.0,0.0,0.0,1
543,1.0,0.0,0.0,0.0,0.0,1
544,1.0,0.0,0.0,0.0,0.0,1
545,0.984,0.0,0.012,0.004,0.0,1
546,0.116,0.0,0.0,0.884,0.0,4
547,1.0,0.0,0.0,0.0,0.0,1
548,0.998,0.0,0.002,0.0,0.0,1
549,0.072,0.0,0.006,0.922,0.0,4
550,1.0,0.0,0.0,0.0,0.0,1
551,1.0,0.0,0.0,0.0,0.0,1
552,1.0,0.0,0.0,0.0,0.0,1
553,1.0,0.0,0.0,0.0,0.0,1
554,1.0,0.0,0.0,0.0,0.0,1
555,1.0,0.0,0.0,0.0,0.0,1
556,1.0,0.0,0.0,0.0,0.0,1
557,1.0,0.0,0.0,0.0,0.0,1
558,1.0,0.0,0.0,0.0,0.0,1
559,1.0,0.0,0.0,0.0,0.0,1
560,0.998,0.0,0.002,0.0,0.0,1
561,1.0,0.0,0.0,0.0,0.0,1
562,0.062,0.0,0.006,0.93,0.002,4
563,1.0,0.0,0.0,0.0,0.0,1
564,0.998,0.0,0.002,0.0,0.0,1
565,0.986,0.0,0.014,0.0,0.0,1
566,1.0,0.0,0.0,0.0,0.0,1
567,0.064,0.0,0.006,0.926,0.004,4
568,1.0,0.0,0.0,0.0,0.0,1
569,1.0,0.0,0.0,0.0,0.0,1
570,1.0,0.0,0.0,0.0,0.0,1
571,0.988,0.0,0.012,0.0,0.0,1
572,1.0,0.0,0.0,0.0,0.0,1
573,1.0,0.0,0.0,0.0,0.0,1
574,1.0,0.0,0.0,0.0,0.0,1
575,1.0,0.0,0.0,0.0,0.0,1
576,0.064,0.0,0.006,0.928,0.002,4
577,0.072,0.0,0.006,0.922,0.0,4
578,1.0,0.0,0.0,0.0,0.0,1
579,1.0,0.0,0.0,0.0,0.0,1
580,1.0,0.0,0.0,0.0,0.0,1
581,1.0,0.0,0.0,0.0,0.0,1
